OverallStatus,Hiretype,Title,Age,Original State,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
Joined,New Employee,0,23.18630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,8%,0,0,0,1,0
Joined,Re hire,1,29.00547945,Tamil Nadu,PORTAL,0,Chennai,42,FALSE,2,Post Grad,1,26%,0,0,0,1,0
Joined,New Employee,0,25.91232877,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,20%,0,1,0,1,0
Joined,New Employee,1,24.6,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,24.03561644,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,26%,0,0,0,1,0
OfferDeclined,New Employee,0,32.29315068,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
OfferDeclined,New Employee,0,31.71780822,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
OfferDeclined,New Employee,1,29.80821918,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,25%,0,0,0,1,0
OfferDeclined,New Employee,0,29.17808219,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
OfferDeclined,New Employee,1,27.4109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,26%,0,0,0,1,0
OfferDeclined,New Employee,0,26.7369863,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
Joined,New Employee,0,29.32876712,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,1,27.65753425,Tamil Nadu,CONSULTANCY,0,Kochi,42,TRUE,2,Post Grad,0,17%,0,1,0,1,0
Joined,Re hire,1,27.64931507,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,4%,0,0,0,1,0
Joined,Re hire,1,26.25205479,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,Re hire,1,23.37534247,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,1,18%,0,0,0,1,0
Joined,Re hire,1,34.30410959,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,1,23.00821918,Kerala,CAMPUS,0,Chennai,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,30.68493151,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,1,0,1,0
Joined,New Employee,0,25.69041096,Tamil Nadu,PORTAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.30684932,Tamil Nadu,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.19178082,Kerala,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,22.81917808,Tamil Nadu,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
OfferDeclined,New Employee,0,27.84383562,Maharashtra,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,0%,0,1,0,1,0
Joined,New Employee,0,24.4,Tamil Nadu,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,25.24657534,Andhra Pradesh,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,22.06849315,Tamil Nadu,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,28.51506849,Maharashtra,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,24%,0,1,0,1,0
Joined,New Employee,0,23.34520548,Kerala,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
OfferDeclined,New Employee,1,28.14520548,Maharashtra,CONSULTANCY,1,Bangalore,44,FALSE,2,Post Grad,0,24%,0,1,0,1,0
Joined,New Employee,0,21.74794521,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.76986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.94246575,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,35%,0,0,0,1,0
Joined,New Employee,0,21.99726027,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.89863014,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,0,23.12054795,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,29.31232877,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,49%,0,0,0,1,0
Joined,New Employee,0,29.63561644,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,20%,0,0,0,1,0
Joined,New Employee,1,27.93424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,0,26.29589041,Kerala,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,6%,0,1,0,1,0
OfferDeclined,New Employee,0,29.12876712,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
OfferDeclined,New Employee,0,30.13972603,Assam,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
Joined,New Employee,0,23.23561644,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.36164384,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.04383562,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,28.58630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,35.52876712,Karnataka,Others,0,Bangalore,44,FALSE,2,Post Grad,1,100%,0,0,0,1,0
OfferDeclined,New Employee,1,24.62739726,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.89041096,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.89315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,43%,0,0,0,1,0
Joined,New Employee,0,21.34520548,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,23.96712329,Madhya Pradesh,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,25.91506849,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,32,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.17534247,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,21.62739726,Tamil Nadu,PORTAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,42.70410959,Kerala,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,3%,0,1,0,1,0
Joined,New Employee,0,38.44657534,Kerala,EMPLOYEE REFERRAL,0,Kochi,32,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,1,21.82191781,Tamil Nadu,PORTAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,26.60273973,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,Re hire,1,25.56712329,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,27.94520548,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,7%,0,0,0,1,0
Joined,New Employee,0,26.9890411,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,43%,0,0,0,1,0
Joined,New Employee,0,31.81369863,Uttar Pradesh,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,22%,0,0,0,1,0
OfferDeclined,New Employee,0,29.58082192,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,21%,0,0,0,1,0
OfferDeclined,New Employee,0,25.4,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,26%,0,0,0,1,0
Joined,New Employee,0,26.13972603,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,26%,0,0,0,1,0
Joined,New Employee,1,24.13972603,Haryana,CONSULTANCY,0,Gurgaon,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,Re hire,0,27.13424658,Kerala,PORTAL,0,Kochi,4,TRUE,1,Post Grad,1,100%,0,0,1,1,0
Joined,Re hire,0,31.50958904,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,0,23.02739726,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.58082192,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,49%,0,0,0,1,0
Joined,New Employee,1,24.13972603,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,27.57260274,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,23.10684932,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,8%,0,0,0,1,0
Joined,New Employee,1,22.17534247,Tamil Nadu,PORTAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.21369863,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.87945205,Tamil Nadu,PORTAL,0,Chennai,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,23.3369863,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.7890411,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,30.41917808,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,13%,0,0,0,1,0
OfferDeclined,New Employee,1,32.38630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,16%,0,0,0,1,0
Joined,New Employee,0,33.09589041,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,1,26.0630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,0,25.88767123,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,10%,0,0,0,1,0
Joined,New Employee,0,24.02191781,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.36986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.89589041,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.45205479,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,24,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.30958904,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.18082192,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.25205479,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,21.92054795,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.83561644,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.03835616,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.1260274,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.70684932,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.28493151,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.91232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,33.72328767,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,30.33150685,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.0630137,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,23.66575342,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.77260274,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.18356164,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,30.22739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.47123288,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.86027397,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,30.02739726,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,13%,0,0,0,1,0
Joined,New Employee,1,25.05753425,Haryana,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.09589041,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.85479452,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.15616438,Haryana,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,29.6630137,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,1,18%,0,0,0,1,0
Joined,New Employee,1,24.93972603,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.71780822,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.98082192,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.13972603,Karnataka,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,37%,0,0,0,1,0
Joined,New Employee,0,21.91232877,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,24.6109589,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,17%,0,0,0,1,0
Joined,New Employee,0,26.5890411,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.09041096,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,25.16986301,New Delhi,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.91232877,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,1,24.92876712,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,26.23287671,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,22.73424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.36438356,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.42465753,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.45205479,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.69315068,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.44109589,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.63835616,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.28767123,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.89041096,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,30.80547945,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,25.43835616,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.93972603,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,100%,0,0,0,1,0
Joined,New Employee,1,23.50136986,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.83561644,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.76712329,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.13972603,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.53150685,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.30684932,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.63835616,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.02465753,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.11506849,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.23013699,Andhra Pradesh,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,21.84931507,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.72054795,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,24.59452055,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.23013699,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.3369863,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.07671233,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.47671233,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,23.03013699,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.55068493,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.95068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.70136986,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.58356164,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,26.08493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.69041096,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.51780822,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,Re hire,0,26.23013699,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.49041096,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,24.51506849,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,1,26.87123288,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.26575342,Andhra Pradesh,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,1,0,0,FALSE
Joined,New Employee,1,23.81643836,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,27.11780822,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.33424658,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,25.8739726,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.86849315,Kerala,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.16986301,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.51232877,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,24.49589041,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,1,0,0,FALSE
Joined,New Employee,0,21.99178082,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,27.49315068,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,0,15%,0,0,0,1,0
Joined,Transfer,1,40.63835616,Karnataka,Others,1,Bangalore,32,FALSE,2,Post Grad,1,0%,0,0,0,0,FALSE
Joined,New Employee,0,24.25479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.83835616,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.36712329,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.4630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.81643836,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.57534247,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.9260274,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.09589041,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
OfferDeclined,New Employee,1,21.87945205,Andhra Pradesh,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
Joined,New Employee,0,21.66027397,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
